PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text,Location
Gratilla –ae f.,Gratilla (name),Gratilla,Noun,2,3.11.3
Arria –ae f.,Arria (name),Arria,Noun,8,3.11.3
Fannia –ae f.,Fannia (name),Fannia,Noun,9,3.11.3
iacio iacere ieci iactus,to throw,iacio,Verb,4,3.11.3
fulmen fulminis n.,"lightening, thunderbolt",fulmen,Noun,1,3.11.3
amburo –ere –ussi –ustus,to burn round,amburo,Verb,2,3.11.3
impendeo impendere,to hang over,impendeo,Verb,2,3.11.3
exitium existi(i) n.,"destruction, ruin",exitium,Noun,2,3.11.3
auguror –ari or auguro –are,to predict,auguror,Verb,6,3.11.3
Musonius –ii m.,Musonius,Musonius,Noun,2,3.11.5
vix,scarcely,vix,Adverb,7,3.11.6
sinceritas –atis f.,"purity, integrity",sinceritas,Noun,1,3.11.6
iuxta,"near, close",iuxta,Adverb,3,3.11.6
potus potus m.,"a drinking, a drink",potus,Noun,1,3.11.6
assectator (ads–) –oris m.,"a follower, attendant, disciple",assectator,Noun,2,3.11.7
benignitas –atis f.,kindness,benignitas,Noun,8,3.11.8
paciscor pacisci pactus,to agree,paciscor,Verb,3,3.12.1
Socraticus –a –um,"of or characteristic of Socrates, Socratic",Socraticus,Adjective,1,3.12.1
antelucanus –a –um,"before light, before day",antelucanus,Adjective,1,3.12.2
impune,with impunity,impune,Adverb,3,3.12.2
describo describere descripsi descriptus,"to describe, transcribe",describo,Verb,8,3.12.3
ebrius –a –um,drunk,ebrius,Adjective,3,3.12.3
retego retegere retexi retectus,"to uncover, reveal",retego,Verb,1,3.12.3
venerabilis –e,"venerable, deserving of respect",venerabilis,Adjective,3,3.12.3
apparatus –us m. ,"a preparing, equipment",apparatus,Noun,2,3.12.4
vitupero vituperare vituperavi vituperatum,to find fault with,vitupero,Verb,1,3.12.4
vulgo vulgare vulgavi vulgatus,"to publish, circulate",vulgo,Verb,1,3.13.2
elocutio –onis f.,"oratorical delivery, elocution",elocutio,Noun,1,3.13.2
praeclarus –a –um,very clear,praeclarus,Adjective,3,3.13.3
enuntio enuntiare enuntiavi enuntiatus,to report,enuntio,Verb,3,3.13.3
barbarus –a –um,"foreign, barbarous, savage",barbarus,Adjective,3,3.13.3
figuro figurare,"to form, fashion, shape",figuro,Verb,2,3.13.3
adfecto adfectare adfectavi adfectatus,"to strive after, grasp at",adfecto,Verb,1,3.13.4
effero efferre extuli elatus,to carry out or away,effero,Verb,8,3.13.4
sumitto (submitto) –mittere –misi –missum,to place under,sumitto,Verb,3,3.13.4
attollo attollere,to raise up,attollo,Verb,5,3.13.4
corrigo corrigere correxi correctus,"to put right, reform",corrigo,Verb,6,3.13.5
displiceo displicere displicui displicitus,to displease,displiceo,Verb,3,3.13.5
atrox atrocis,"terrible, cruel",atrox,Adjective,2,3.14.1
Macedo –onis m.,a Macedonian; (plural) the people of Macedonia,Macedo,Noun,3,3.14.1
superbus –a –um,arrogant,superbus,Adjective,6,3.14.1
saevus –a –um,savage,saevus,Adjective,2,3.14.1
nimium (nimio),excessively,nimium,Adverb,3,3.14.1
Formianus –a um,of Formiae (town),Formianus,Adjective,1,3.14.2
repente or repens,suddenly,repente,Adverb,8,3.14.2
circumsisto circumsistere circumsistiti circumsistatus,to surround,circumsisto,Verb,1,3.14.2
faux faucis f.,mouth,faux,Noun,3,3.14.2
invado invadere invasi invasum,to go in,invado,Verb,2,3.14.2
verbero verberare verberavi verberatus,"to whip, flog, beat",verbero,Verb,1,3.14.2
pectus pectoris n.,"chest, breast; heart",pectus,Noun,3,3.14.2
contundo contundere contudi contusum,to beat crush bruise destroy,contundo,Verb,2,3.14.2
exanimus –a –um or exanimis –e,"breathless, lifeless",exanimus,Adjective,1,3.14.2
abicio abicere abieci abiectum,to throw down/away,abicio,Verb,4,3.14.2
ferveo fervere ferbui or fervo fervere fervi,to boil; (fig.),ferveo,Verb,2,3.14.2
simulo simulare simulavi simulatus,to imitate,simulo,Verb,4,3.14.2
immobilis –e,unmoved,immobilis,Adjective,2,3.14.2
concubina –ae f.,a concubine,concubina,Noun,1,3.14.3
concurro concurrere concucurri concursus,to assemble,concurro,Verb,3,3.14.3
recreo recreare recreavi recreatum,"to restore, revive, refresh, cheer",recreo,Verb,1,3.14.3
diffugio –ere –fugi,to flee apart; run away,diffugio,Verb,1,3.14.4
comprehendo (comprendo) comprehendere comprehendi comprehensus,to unite; seize,comprehendo,Verb,5,3.14.4
focillo –are –avi –atum,to revive or refresh by warmth; to cherish,focillo,Verb,2,3.14.4
ultio –onis f.,act of vengeance,ultio,Noun,5,3.14.4
ludibrium –ii n.,mocking; mockery,ludibrium,Noun,3,3.14.5
obnoxius –a –um,"liable, guilty",obnoxius,Adjective,2,3.14.5
scelus sceleris n.,crime,scelus,Noun,7,3.14.5
perimo (peremo) –ere –emi –emptus,to take away completely; annihilate,perimo,Verb,4,3.14.5
charta chartae f.,papyrus,charta,Noun,5,3.14.6
feriatus –a –um,"keeping holiday, unoccupied, idle",feriatus,Adjective,3,3.14.6
contexo –ere –ui –tus,to weave together; construct,contexo,Verb,3,3.14.6
publicum –i n.,"public territory, a public place",publicum,Noun,8,3.14.6
ominosus –a –um,"full of foreboding, portentous",ominosus,Adjective,1,3.14.6
tango tangere tetigi tactus,to touch,tango,Verb,7,3.14.7
palma palmae f.,"hand, palm",palma,Noun,2,3.14.7
percutio percutere percussi percussum,"to strike, kill",percutio,Verb,2,3.14.7
concido concidere concidi,to fall down,concido,Verb,3,3.14.7
subsicivus –a –um,"remaining over, occasional, incidental",subsicivus,Adjective,1,3.15.1
valide,strongly,valide,Adverb,4,3.15.2
suavis suave,"agreeable, sweet, charming",suavis,Adjective,2,3.15.3
delenimentum –i n,an enticement,delenimentum,Noun,1,3.15.3
hebeto hebetare hebetavi hebetatus,to make blunt; to make dull; to impair,hebeto,Verb,2,3.15.4
retundo retundere ret(t)udi retu(n)sum,to dull,retundo,Verb,1,3.15.4
evello evellere evelli evulsum,to pluck out,evello,Verb,1,3.15.4
hesternus –a –um,"of yesterday, yesterday's",hesternus,Adjective,1,3.16.2
mirabilis –e,"wonderful, extraordinary",mirabilis,Adjective,2,3.16.2
aegroto aegrotare,to be ill,aegroto,Verb,2,3.16.3
Caecina –ae m.,Caecina (name),Caecina,Noun,1,3.16.3
Paetus –i m.,Paetus (name),Paetus,Noun,5,3.16.3
mortifer –era –erum,deadly,mortifer,Adjective,1,3.16.3
persaepe,very often,persaepe,Adverb,1,3.16.4
cohibeo –ere –ui –itus,to hold together,cohibeo,Verb,2,3.16.5
prorumpo –ere –rupi –ruptus,to cause to burst forth; cast forth,prorumpo,Verb,1,3.16.5
egredior egredi egressus sum,to depart,egredior,Verb,8,3.16.5
satio satiare satiavi satiatum,to satisfy sate,satio,Verb,3,3.16.5
siccus –a –um,dry,siccus,Adjective,2,3.16.5
orbitas –atis f.,"destitution, bereavement",orbitas,Noun,2,3.16.5
foris,"out of doors, outside, abroad",foris,Adverb,2,3.16.5
stringo stringere strinxi strictum,"to draw tight, bind fast; draw (from a scabbard, etc.)",stringo,Verb,1,3.16.6
perfodio –ere –fodi –fossus,to dig or pierce through,perfodio,Verb,1,3.16.6
pugio –onis m.,a dagger,pugio,Noun,1,3.16.6
aeternitas –tatis f.,"eternity, timelessness; eternal life",aeternitas,Noun,10,3.16.6
abdo abdere abdidi abditum,to withdraw; conceal,abdo,Verb,1,3.16.6
Scribonianus –i m.,Scribonianus (name),Scribonianus,Noun,4,3.16.7
Illyricum –i n.,Illyricum,Illyricum,Noun,1,3.16.7
navis navis f.,ship,navis,Noun,14,3.16.8
calceo calceare calceavi calceatum,to furnish with shoes,calceo,Verb,1,3.16.8
piscatorius –a –um ,of a fisherman,piscatorius,Adjective,1,3.16.9
navicula –ae f.,a small boat,navicula,Noun,4,3.16.9
navigium –ii n.,boat,navigium,Noun,1,3.16.9
indicium indici(i) n.,"information, evidence",indicium,Noun,3,3.16.9
gremium gremi(i) n.,"lap, bosom",gremium,Noun,3,3.16.9
manifestus –a –um,"clear, manifest",manifestus,Adjective,10,3.16.9
Thrasea –ae m.,Thrasea,Thrasea,Noun,5,3.16.10
pergo pergere perrexi perrectus,to proceed,pergo,Verb,4,3.16.10
concordia concordiae f.,"agreement, harmony",concordia,Noun,6,3.16.10
exsilio exsilire exsilui,to spring forth,exsilio,Verb,2,3.16.12
impingo –ere –pegi –pactus,to fasten upon; drive,impingo,Verb,2,3.16.12
occupo occupare occupavi occupatus,to seize; anticipate,occupo,Verb,7,3.17.1
scrupulus –i m.,a cause for uneasiness or misgiving,scrupulus,Noun,2,3.17.2
viaticum –i n.,"travelling money, food for a journey",viaticum,Noun,7,3.17.2
conveniens –entis,"agreeing, corresponding",conveniens,Adjective,3,3.18.1
arrogantia –ae f.,arrogance; gall,arrogantia,Noun,2,3.18.3
commodo or commodum,"just in time, just at this time",commodo,Adverb,1,3.18.4
insuper,"above, overhead",insuper,Adverb,1,3.18.4
biduum –i n.,two day period,biduum,Noun,4,3.18.4
refoveo –fovere –fovi –fotum ,"to warm again, cherish anew, revive",refoveo,Verb,1,3.18.5
sedulitas –atis f. ,"zeal, earnestness; obtrusiveness",sedulitas,Noun,2,3.18.6
punctum –i n.,point,punctum,Noun,1,3.18.6
antea,"before, formerly",antea,Adverb,1,3.18.7
amabilis –e,"lovable, beloved",amabilis,Adjective,3,3.18.7
severus –a –um,serious,severus,Adjective,14,3.18.8
musicus –a –um,"musical; poetic; subst., musician or poet",musicus,Adjective,2,3.18.9
segnis segne,slow,segnis,Adjective,2,3.18.10
vicinus –a –um,neighboring,vicinus,Adjective,4,3.19.1
venalis –e,"for sale, for hire",venalis,Adjective,4,3.19.1
deterreo deterrere deterrui deterritus,"to deter, prevent",deterreo,Verb,2,3.19.1
voluptuosus –a –um,"full of gratification or enjoyment; agreeable, pleasant",voluptuosus,Adjective,1,3.19.2
inviso –ere –visi –visus,to come,inviso,Verb,2,3.19.2
procurator –oris m.,"procurator, a manager, overseer",procurator,Noun,6,3.19.2
computatio –ionis f.,"calculation, reckoning",computatio,Noun,1,3.19.3
supellex (or suppellex or supellectilis) supellectilis f.,furniture,supellex,Noun,2,3.19.3
atriensis –is m.,"a steward, chief servant; someone of the house",atriensis,Noun,1,3.19.3
topiarius –a –um ,of or belonging to ornamental gardening or gardening,topiarius,Adjective,1,3.19.3
faber fabri m.,"craftsman, artisan",faber,Noun,4,3.19.3
venatorius –a –um,"of a hunter, for the chase",venatorius,Adjective,1,3.19.3
instrumentum –i n.,"tool, furniture",instrumentum,Noun,3,3.19.3
dispergo –ere –spersi –spersus,to sprinkle,dispergo,Verb,1,3.19.3
mutatio –onis f.,"change, alteration",mutatio,Noun,3,3.19.4
peregrinatio –onis f.,"journey abroad, foreign travel",peregrinatio,Noun,3,3.19.4
deliberatio –onis f.,"a deliberation, consultation, consideration",deliberatio,Noun,2,3.19.5
fertilis –e,"productive, fertile",fertilis,Adjective,1,3.19.5
aquosus –a –um,"abounding in water, rainy",aquosus,Adjective,1,3.19.5
status –a –um,fixed; regular,status,Adjective,4,3.19.5
cultor –oris m.,"husbandman, worshipper",cultor,Noun,1,3.19.6
possessor –oris m.,"a possessor, owner",possessor,Noun,2,3.19.6
reliquiae –arum f. pl.,remains,reliquiae,Noun,7,3.19.6
colonus coloni m.,"farmer, colonist",colonus,Noun,4,3.19.6
defectio defectionis f.,"defection, rebellion, weakness",defectio,Noun,2,3.19.6
instruo instruere instruxi instructus,to build upon; furnish; arrange,instruo,Verb,10,3.19.7
mancipium –i n. ,"property, possession, slave",mancipium,Noun,2,3.19.7
usquam,anywhere,usquam,Adverb,3,3.19.7
vincio vincire vinxi vinctum,to tie up,vincio,Verb,2,3.19.7
tricie(n)s,30 times,triciens,Number,2,3.19.7
quinquagie(n)s,50 times,quinquagiens,Number,8,3.19.7
penuria –ae f.,want,penuria,Noun,2,3.19.7
iniquitas –atis f.,"injustice, mischief",iniquitas,Noun,2,3.19.7
faenero –are or faeneror –ari,"to lend on interest, invest",faenero,Verb,1,3.19.8
arca arcae f.,"chest, box",arca,Noun,1,3.19.8
secus; comp. sequior –ius,"otherwise, differently, not so, the contrary",secus,Adverb,6,3.19.8
providentia –ae f.,foresight; divine providence,providentia,Noun,4,3.19.9
tabellarius –a –um,of or belonging to (writing/voting) tablets (subst.) a letter carrier,tabellarius,Adjective,1,3.20.1
lator –oris m.,a proposer of a law ,lator,Noun,1,3.20.1
comitium comiti(i) n.,assembly,comitium,Noun,7,3.20.2
tabella tabellae f.,tablet,tabella,Noun,4,3.20.2
dissonus –a –um,discordant,dissonus,Adjective,1,3.20.4
medium –ii n.,middle,medium,Noun,3,3.20.4
circulus –i m.,"circle or orbit; ring; chain; a group of people, an audience",circulus,Noun,4,3.20.4
descisco –sciscere –scivi (–scii) –scitum,"to withdraw, revolt from",descisco,Verb,1,3.20.4
moderatus –a –um ,"limited, bounded, moderated",moderatus,Adjective,3,3.20.4
tranquillus –a –um,"calm, still",tranquillus,Adjective,2,3.20.4
cito –are –avi –atum,"to set in motion, rouse; call, summon",cito,Verb,4,3.20.5
quaestor quaestoris m.,quaestor,quaestor,Noun,12,3.20.5
suffragatio (subfragatio) –onis f.,public expression of support (for),suffragatio,Noun,3,3.20.5
natalis –e,"related to birth, natal",natalis,Adjective,9,3.20.6
competitor competitoris m.,rival,competitor,Noun,1,3.20.6
censorius –a –um,"of the censor, severe",censorius,Adjective,2,3.20.6
tacitus –a –um,silent,tacitus,Adjective,5,3.20.7
remedium remedii n.,cure,remedium,Noun,8,3.20.7
irrepo (or inrepo) irrepere irrepsi,"to crawl along, creep in",irrepo,Verb,1,3.20.8
recuperatorius –a –um,of the recuperatores,recuperatorius,Adjective,1,3.20.9
vulgaris –e,"ordinary, common",vulgaris,Adjective,1,3.20.11
ecquid,anyone? anything?,ecquid,Adverb,3,3.20.11
arbitrium arbitri(i) n.,"decision, choice",arbitrium,Noun,5,3.20.12
rivus –i m.,"brook, stream",rivus,Noun,5,3.20.12
haurio haurire hausi hastus,"to drain, drink, swallow",haurio,Verb,3,3.20.12
Martialis –is m.,Martial,Martialis,Noun,1,3.21.1
ingeniosus –a –um,"talented, naturally clever",ingeniosus,Adjective,3,3.21.1
acutus –a –um,"sharp, piercing",acutus,Adjective,4,3.21.1
sal salis m.,"salt, wit",sal,Noun,3,3.21.1
fel fellis n.,the gall bladder; gall,fel,Noun,1,3.21.1
candor –oris m.,shining,candor,Noun,1,3.21.1
versiculus versiculi m.,verse,versiculus,Noun,8,3.21.2
speciosus –a –um,"handsome, beautiful",speciosus,Adjective,2,3.21.3
Esquiliae –arum f.,the Esquiline Hill,Esquiliae,Noun,1,3.21.5
reverens –tis,respected,reverens,Adjective,6,3.21.5
pulso pulsare pulsavi pulsatus,to hit,pulso,Verb,1,3.21.5
tetricus –a –um,"gloomy, harsh",tetricus,Adjective,1,3.21.5
Arpinus –a –um,Of or from Arpi,Arpinus,Adjective,1,3.21.5
lucerna –ae f.,"a lamp, oil–lamp",lucerna,Noun,2,3.21.5
furo furere,"to rage, be mad",furo,Verb,2,3.21.5
Lyaeus –i m.,Lyaeus,Lyaeus,Noun,1,3.21.5
regno regnare regnavi regnatus,to rule,regno,Verb,2,3.21.5
rosa rosae f.,rose,rosa,Noun,2,3.21.5
madeo –ere,"to be wet, be damp",madeo,Verb,1,3.21.5
rigidus –a –um,"hard, rigid, strict",rigidus,Adjective,3,3.21.5
una,together,una,Adverb,12,4.1.1
sarcinula –ae f.,a light knapsack; baggage (pl.),sarcinula,Noun,1,4.1.2
adligo adligare adligavi adligatus,to tie or bind to; hold fast,adligo,Verb,1,4.1.2
deflecto –ere –flexi –flexus,to turn aside,deflecto,Verb,6,4.1.3
postpono –ponere –posui –positum,"to put after, neglect",postpono,Verb,2,4.1.3
oppidum oppidi n.,town,oppidum,Noun,7,4.1.4
Tifernum –i n.,Tifernum (town),Tifernum,Noun,1,4.1.4
Tiberinus (Th?brinus) –a –um,pertaining to the Tiber,Tiberinus,Adjective,1,4.1.4
coopto cooptare –avi –atum,to choose (by election),coopto,Verb,2,4.1.4
profectio –onis f.,departure,profectio,Noun,2,4.1.4
exstruo –ere –struxi –structus,to build up; erect; raise,exstruo,Verb,5,4.1.5
de¯dica¯tio¯ –o¯nis f.,"consecration, dedication",de¯dica¯tio¯,Noun,5,4.1.5
irreligiosus –a –um ,"irreligious, impious, not religious; secular, profane",irreligiosus,Adjective,2,4.1.5
epulum –i n. or epulo –onis m.,a banquet,epulum,Noun,2,4.1.6
subsisto –ere –stiti,to stand after; halt,subsisto,Verb,3,4.1.6
rectum –i n.,right,rectum,Noun,2,4.2.1
emancipo –are –avi –atus,release from patria potestas; transfer property,emancipo,Verb,3,4.2.2
mancipo –are –avi –atum,"sell, transfer, hand over, deliver up, devote to, enslave",mancipo,Verb,2,4.2.2
indulgentia –ae f.,"indulgence, fondness",indulgentia,Noun,25,4.2.2
simulatio simulationis f.,imitation,simulatio,Noun,2,4.2.2
lugeo lugere luxi luctum,"to mourn, grieve",lugeo,Verb,4,4.2.2
insanus –a –um,insane,insanus,Adjective,2,4.2.2
mannulus –i m.,a Gallic pony,mannulus,Noun,1,4.2.3
canis canis m. or f.,dog,canis,Noun,2,4.2.3
luscinia –ae f. or luscinius –i m. ,a nightingale,luscinia,Noun,1,4.2.3
psittacus –i m.,parrot,psittacus,Noun,1,4.2.3
merula –ae f.,blackbird,merula,Noun,1,4.2.3
rogus rogi m.,funeral pyre,rogus,Noun,1,4.2.3
trucido trucidare trucidavi trucidatus,to slaughter,trucido,Verb,1,4.2.3
odi odisse,to hate,odi,Verb,3,4.2.4
curso –are,to run to and fro,curso,Verb,1,4.2.4
demereor –eri –itus sum,"to deserve well of, lay under obligation",demereor,Verb,1,4.2.4
trans,across,trans,Preposition,2,4.2.5
Tiberis –is (Thybris –idis acc. –brim voc. –bri),the Tiber river,Tiberis,Noun,3,4.2.5
ripa ripae f.,bank,ripa,Noun,5,4.2.5
infamia –ae f.,disgrace,infamia,Noun,2,4.2.5
insalubris –e,"unwholesome; unserviceable, unprofitable",insalubris,Adjective,2,4.2.6
perversus –a –um ,awry; perverse,perversus,Adjective,2,4.2.6
mendax –acis,"false, deceitful",mendax,Adjective,1,4.2.8
remissio remissionis f.,letting go release relaxation,remissio,Noun,8,4.3.1
adiungo adiungere adiunxi adiunctus,"to join to, connect",adiungo,Verb,1,4.3.2
mel mellis n.,honey,mel,Noun,1,4.3.3
profluo profluere profluxi —,to flow forth,profluo,Verb,1,4.3.3
compleo complere complevi completus,to fill up,compleo,Verb,1,4.3.3
apis apis f.,bee,apis,Noun,1,4.3.3
flos floris m.,flower,flos,Noun,5,4.3.3
innecto –ere –nexui –nexus,to bind,innecto,Verb,1,4.3.3
epigramma –atis n.,"epigram, inscription",epigramma,Noun,4,4.3.3
iambus iambi m.,iambic foot,iambus,Noun,1,4.3.3
venustas venustatis f.,"charm, grace, delightfulness",venustas,Noun,2,4.3.4
argutus –a –um,clear; clever,argutus,Adjective,5,4.3.4
Callimachus –i m. ,Callimachus (name),Callimachus,Noun,1,4.3.4
Herodes –is m.,Herodes (name),Herodes,Noun,1,4.3.4
mediusfidius or medius fidius,“I swear to God” (Fidius was a god of oaths),mediusfidius,Interjection,2,4.3.5
Athenae Athenarum f.,Athens,Athenae,Noun,5,4.3.5
coniectura –ae f. ,a guess,coniectura,Noun,2,4.3.5
insiticius –a –um,of a graft,insiticius,Adjective,1,4.3.5
Varisidius –(i)i m.,Varisidius (name),Varisidius,Noun,1,4.4.1
Nepos –otis m.,Nepos,Nepos,Noun,15,4.4.1
industrius –a –um,industrious,industrius,Adjective,4,4.4.1
propinquitas –atis f.,"nearness, proximity",propinquitas,Noun,1,4.4.1
semestris –e,"of six months, half-yearly",semestris,Adjective,1,4.4.2
idoneus –a –um,appropriate,idoneus,Adjective,6,4.4.2
comparatio comparationis f.,comparison,comparatio,Noun,4,4.5.3
grando –inis f.,hail,grando,Noun,1,4.6.1
Transpadanus –a –um,from the region of northern Italy,Transpadanus,Adjective,1,4.6.1
abundantia –ae f.,"fullness, abundance",abundantia,Noun,2,4.6.1
vilitas –atis f.,"cheapness, worthlessness",vilitas,Noun,4,4.6.1
arena (harena) –ae f.,"sand, arena",arena,Noun,4,4.6.2
scrinium –ii n.,a cylindrical wooden box for holding rolled books (volumina),scrinium,Noun,5,4.6.2
fructuosus –a –um,"abounding in fruit, advantageous",fructuosus,Adjective,4,4.6.3
officina –ae f.,workshop,officina,Noun,1,4.7.1
aurum auri n.,gold,aurum,Noun,1,4.7.1
ebur –oris n.,ivory,ebur,Noun,1,4.7.1
transcribo –ere –scripsi –scriptus,to transfer by writing; enroll,transcribo,Verb,1,4.7.2
vocalis –e,"uttering a voice, articulate",vocalis,Adjective,1,4.7.2
furor furoris m.,madness,furor,Noun,2,4.7.4
