PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
fidus –a –um,"faithful, trustworthy",fidus,Adjective,23,1.113
veho vehere vexi vectus,to carry,veho,Verb,24,1.113
Orontes –is or –i or –ae m.,Orontes,Orontes,Noun,3,1.113
vertex verticis m.,"whirlpool; peak, summit",vertex,Noun,40,1.114
excutio excutere excussi excussum,to shake off,excutio,Verb,22,1.115
pronus –a –um,sloping; easy,pronus,Adjective,10,1.115
magister magistri m.,"master, chief, teacher",magister,Noun,12,1.115
caput capitis n.,head,caput,Noun,84,1.116
ibidem,in the same place,ibidem,Adverb,1,1.116
voro vorare voravi voratus,to swallow up,voro,Verb,1,1.117
appareo apparere apparui apparitus,"to appear, become visible",appareo,Verb,17,1.118
rarus –a –um,"loose, thin",rarus,Adjective,8,1.118
no nare navi,to swim,no,Verb,4,1.118
gurges –itis m.,whirlpool,gurges,Noun,20,1.118
tabula tabulae f.,"plank, (game) board; painting; writing tablet",tabula,Noun,2,1.119
Troius –a –um,of Troy; Trojan,Troius,Adjective,22,1.119
gaza –ae f.,"a treasure, royal treasury",gaza,Noun,3,1.119
validus –a –um,strong,validus,Adjective,16,1.120
Ilioneus –ei m. (acc. ea instead of ea),Ilioneus,Ilioneus,Noun,8,1.120
navis navis f.,ship,navis,Noun,46,1.120
Achates –ae m.,Achates,Achates,Noun,21,1.120
Abas Abantis m.,Abas,Abas,Noun,4,1.121
grandaevus –a –um,very aged,grandaevus,Adjective,1,1.121
Aletes –is m.,Aletes,Aletes,Noun,3,1.121
hiems hiemis f.,winter,hiems,Noun,13,1.122
compages –is f.,joining; fastening,compages,Noun,3,1.122
accipio accipere accepi acceptus,to receive,accipio,Verb,62,1.123
imber imbris m.,rain,imber,Noun,13,1.123
rima –ae f.,cleft; crack,rima,Noun,2,1.123
fatisco –ere,to come apart; to open,fatisco,Verb,2,1.123
interea,meanwhile,interea,Adverb,55,1.124
misceo miscere miscui mixtus,"to mix, mingle",misceo,Verb,45,1.124
emitto emittere emisi emissus,to send out,emitto,Verb,5,1.125
sentio sentire sensi sensus,to perceive,sentio,Verb,16,1.125
Neptunus –i m.,Neptunus,Neptunus,Noun,15,1.125
stagnum stagni n.,standing water,stagnum,Noun,9,1.126
refundo –ere –fudi –fusus,to pour back or up; cast,refundo,Verb,4,1.126
graviter,heavily,graviter,Adverb,8,1.126
commoveo commovere commovi commotus,"to shake, move away",commoveo,Verb,6,1.126
prospicio prospicere prospexi prospectum,"to see in front, inspect",prospicio,Verb,16,1.127
placidus –a –um,pleasant,placidus,Adjective,27,1.127
extollo –ere,to lift up; (fig.),extollo,Verb,6,1.127
opprimo opprimere oppressi oppressus,to press on,opprimo,Verb,2,1.129
ruina ruinae f.,collapse,ruina,Noun,16,1.129
dolus doli m.,"artifice, device, trick",dolus,Noun,26,1.130
frater fratris m.,brother,frater,Noun,40,1.130
Zephyrus –i m.,Zephyr (name); or west wind,Zephyrus,Noun,8,1.131
dehinc,then next,dehinc,Adverb,8,1.131
for fari fatus sum,"to speak, say",for,Verb,93,1.131
vos vestrum/vestri,you (plural),vos,Pronoun,62,1.132
fiducia fiduciae f.,trust,fiducia,Noun,10,1.132
vester vestra vestrum,your,vester,Adjective,34,1.132
meus –a –um,"my, mine",meus,Adjective,80,1.133
sine,without (+abl.),sine,Preposition,29,1.133
audeo audere ausus sum,to dare,audeo,Verb,38,1.134
moveo movere movi motus,to move,moveo,Verb,51,1.135
praesto praestare praestiti praestitus,to be outstanding,praesto,Verb,4,1.135
compono componere composui compositus,"to build, arrange, bury, calm down",compono,Verb,16,1.135
post,after (adv. and prep. +acc.),post,Preposition,31,1.136
similis simile,similar,similis,Adjective,21,1.136
poena poenae f.,punishment,poena,Noun,38,1.136
commissum –i n.,an offense,commissum,Noun,1,1.136
luo luere lui,"to satisfy, pay for",luo,Verb,6,1.136
maturo maturare maturavi maturatus,to hasten,maturo,Verb,1,1.137
fuga fugae f.,"flight, escape",fuga,Noun,54,1.137
pelagus pelagi m.,sea,pelagus,Noun,44,1.138
tridens –entis,three–pronged; a trident,tridens,Adjective,6,1.138
sors sortis f.,fate,sors,Noun,27,1.139
domus domi f.,"house, home",domus,Noun,85,1.140
aula –ae (–ai) f.,"forecourt, palace",aula,Noun,3,1.140
claudo (cludo or clodo) claudere clausi clausus ,to close,claudo,Verb,20,1.141
regno regnare regnavi regnatus,to rule,regno,Verb,8,1.141
aio,"to say, affirm, say yes",aio,Verb,46,1.142
dictum dicti n.,word; saying,dictum,Noun,93,1.142
cito citius (comp.) citissime (superl.),quickly,cito,Adverb,2,1.142
tumidus –a –um,swollen,tumidus,Adjective,12,1.142
placo placare placavi placatus,to soothe,placo,Verb,5,1.142
colligo colligere collegi collectus,to collect,colligo,Verb,16,1.143
fugo fugare fugavi fugatus,to put to flight,fugo,Verb,5,1.143
sol solis m.,sun,sol,Noun,37,1.143
reduco reducere reduxi reductus,to bring back,reduco,Verb,14,1.143
C?mothoe –es f.,Cymothoe,Cymothoe,Noun,1,1.144
simul,at the same time,simul,Adverb,63,1.144
Triton –onis m.,Triton,Triton,Noun,4,1.144
adnitor –nisus (–nixus) sum,to press upon; (with dat.),adnitor,Verb,8,1.144
detrudo –ere –trusi –trusus,to thrust down or away; push off from,detrudo,Verb,6,1.145
levo levare levavi levatus,to raise; make light,levo,Verb,14,1.145
rota rotae f.,wheel,rota,Noun,14,1.147
levis –e,"light, trivial",levis,Adjective,26,1.147
perlabor –lapsus sum,to glide through or over,perlabor,Verb,2,1.147
saepe,often,saepe,Adverb,22,1.148
coorior –iri coortus sum,to arise,coorior,Verb,2,1.148
seditio seditionis f.,revolt,seditio,Noun,2,1.149
saevio saevire saevii saevitum,to rage,saevio,Verb,15,1.149
ignobilis (ignorabilis) –e,unknown,ignobilis,Adjective,2,1.149
vulgus vulgi n.,common people,vulgus,Noun,9,1.149
fax facis f.,torch,fax,Noun,21,1.150
volo volare volavi volatus,to fly,volo,Verb,54,1.150
furor furoris m.,madness,furor,Noun,24,1.150
ministro ministrare ministravi ministratus,"to attend, serve",ministro,Verb,8,1.150
gravis grave,heavy,gravis,Adjective,31,1.151
forte,by chance,forte,Adverb,35,1.151
conspicio conspicere conspexi conspectus,"to catch sight of, behold",conspicio,Verb,15,1.152
sileo silere silui,to be silent,sileo,Verb,10,1.152
arrigo –ere –rexi –rectus,to raise up; erect; bristle up,arrigo,Verb,21,1.152
auris auris f.,ear,auris,Noun,25,1.152
asto astare astiti,to stand near,asto,Verb,19,1.152
rego regere rexi rectus,to rule,rego,Verb,19,1.153
cunctus –a –um,all,cunctus,Adjective,45,1.154
cado cadere cecidi casum,to fall,cado,Verb,36,1.154
fragor –oris m.,breaking,fragor,Noun,9,1.154
postquam,after,postquam,Conjunction,37,1.154
genitor genitoris m.,father,genitor,Noun,57,1.155
inveho –ere –vexi –vectus,to carry into or forward; (pass.),inveho,Verb,9,1.155
flecto flectere flexi flexus,to bend,flecto,Verb,20,1.156
equus equi m.,horse,equus,Noun,128,1.156
lorum lori n. or lorus –i m.,"thong, strap",lorum,Noun,8,1.156
secundus –a –um,"following, second",secundus,Adjective,31,1.156
defessus –a –um,"weary, exhausted",defessus,Adjective,4,1.157
Aeneades –ae m.,a son of Aeneas,Aeneades,Noun,18,1.157
prope propius proxime,near (prep. + acc.),prope,Preposition,30,1.157
cursus cursus m.,"course, advance",cursus,Noun,73,1.157
contendo contendere contendi contentus,"to strain, exert",contendo,Verb,13,1.158
peto petere petii/petivi petitus,"to seek, go towards",peto,Verb,128,1.158
secessus –us m.,going apart; retreat,secessus,Noun,2,1.159
insula insulae f.,island; apartment block,insula,Noun,8,1.159
portus portus m.,port,portus,Noun,37,1.159
"efficio efficere effeci effectus (efficatus, rarely)","carry out, accomplish",efficio,Verb,2,1.160
obiectus –us m.,throwing against; projection,obiectus,Noun,1,1.160
sinus sinus m.,"fold, pocket, chest",sinus,Noun,19,1.161
scindo scindere scidi scissum,"to cut, rend, tear asunder",scindo,Verb,13,1.161
reductus –a –um,drawn back,reductus,Adjective,2,1.161
rupes –is f.,rock,rupes,Noun,18,1.162
geminus –a –um,twin,geminus,Adjective,41,1.162
minor minari minatus sum,to threaten,minor,Verb,12,1.162
tutus –a –um,safe,tutus,Adjective,27,1.164
scaena scaenae f.,"stage, piece of theatrical behavior; scene",scaena,Noun,3,1.164
coruscus –a –um,"vibrating, gleaming",coruscus,Adjective,9,1.164
desuper,from above,desuper,Adverb,9,1.165
nemus nemoris n.,"grove, forest",nemus,Noun,37,1.165
immineo imminere,to threaten; overhang,immineo,Verb,6,1.165
umbra umbrae f.,shadow,umbra,Noun,69,1.165
frons frontis f.,forehead,frons,Noun,16,1.166
intus,"within, inside",intus,Preposition,15,1.167
dulcis dulce,sweet,dulcis,Adjective,23,1.167
vivus –a –um,alive,vivus,Adjective,13,1.167
sedile –is n.,bench,sedile,Noun,3,1.167
fessus –a –um,tired,fessus,Adjective,33,1.168
ullus –a –um,any,ullus,Adjective,49,1.169
uncus –a –um,"hooked, crooked",uncus,Adjective,8,1.169
adligo adligare adligavi adligatus,to tie or bind to; hold fast,adligo,Verb,2,1.169
ancora –ae f.,an anchor,ancora,Noun,4,1.169
morsus morsus m.,bite,morsus,Noun,8,1.169
huc,"to here, hither",huc,Adverb,53,1.170
numerus numeri m.,"number, amount",numerus,Noun,25,1.171
subeo subire subivi/subii subitus,to go under,subeo,Verb,49,1.171
amor amoris m.,love,amor,Noun,78,1.171
optatus –a –um,desired,optatus,Adjective,9,1.172
potior potiri potitus sum,to obtain,potior,Verb,12,1.172
tabeo –ere,to melt; drip,tabeo,Verb,1,1.173
artus artus m.,"limb, leg",artus,Noun,23,1.173
pono ponere posui positus,to place,pono,Verb,56,1.173
primum,first,primum,Number,53,1.174
silex silicis n.,flint,silex,Noun,5,1.174
scintilla –ae f.,spark,scintilla,Noun,2,1.174
excudo –ere –cudi –cusus,to strike out,excudo,Verb,2,1.174
suscipio suscipere suscepi susceptus,to take up,suscipio,Verb,7,1.175
folium foli(i) n.,leaf,folium,Noun,12,1.175
aridus –a –um,dry,aridus,Adjective,2,1.175
nutrimentum (nutrimen) –i n.,nourishment; fuel,nutrimentum,Noun,1,1.176
fomes –itis m.,kindling stuff; fuel,fomes,Noun,1,1.176
Ceres Cereris f.,wheat; Ceres,Ceres,Noun,8,1.177
corrumpo corrumpere corrupi corruptus,"to destroy, ruin",corrumpo,Verb,2,1.177
Cerealis –e,pertaining to Ceres,Cerealis,Adjective,2,1.177
expedio expedire expedii/expedivi expeditus,to set free; (impersonal) be useful,expedio,Verb,14,1.178
res rei f.,"matter, business, affair, thing",res,Noun,98,1.178
frux frugis f.,fruit,frux,Noun,4,1.178
recipio recipere recepi receptus,to take back,recipio,Verb,19,1.178
torreo –ere –ui tostus,"to burn, boil",torreo,Verb,8,1.179
paro parare paravi paratus,to prepare,paro,Verb,58,1.179
conscendo –ere –scendi –scensus,to ascend,conscendo,Verb,6,1.180
prospectus –us m.,looking forth,prospectus,Noun,2,1.181
Antheus (Antheos) –ei m.,Antheus (name),Antheus,Noun,3,1.181
Phrygius –a –um,Phrygian; a territory in Asia minor; Trojan,Phrygius,Adjective,28,1.182
biremis –is f.,boat with two oars,biremis,Noun,2,1.182
Capys –yos or –yis m.,Capys,Capys,Noun,5,1.183
Caicus –i m.,Caicus,Caicus,Noun,2,1.183
nullus –a –um,"not any, no",nullus,Adjective,57,1.184
cervus –i m.,stag,cervus,Noun,7,1.184
armentum –i n.,herd,armentum,Noun,11,1.185
sequor sequi secutus sum,"to follow, come next",sequor,Verb,122,1.185
tergum tergi n. or tergus –oris n.,the back of men or animals,tergum,Noun,52,1.186
valles vallis f.,valley,valles,Noun,14,1.186
pascor –i,"to feed, nourish",pascor,Verb,5,1.186
consisto consistere constiti constitus,"to take position; , halt, stand",consisto,Verb,17,1.187
arcus arcus m.,"bow, arch",arcus,Noun,23,1.187
manus manus f.,hand; band of men,manus,Noun,206,1.187
celer celeris celere,swift,celer,Adjective,25,1.187
sagitta sagittae f.,arrow,sagitta,Noun,28,1.187
ductor –oris m.,leader,ductor,Noun,23,1.189
cornu cornus f.,horn,cornu,Noun,23,1.190
arboreus –a –um,"pertaining to trees, branching",arboreus,Adjective,2,1.190
sterno sternere stravi stratus,to spread,sterno,Verb,47,1.190
et(iam),"even, also",et,Adverb,67,1.190
frondeus –a –um,formed of leaves,frondeus,Adjective,1,1.191
turba turbae f.,"crowd, uproar",turba,Noun,21,1.191
absisto –ere –abstiti,to stand off or away from,absisto,Verb,11,1.192
priusquam or prius quam,before,priusquam,Conjunction,5,1.192
victor victoris m.,"conqueror, victor",victor,Noun,55,1.192
fundo fundere fudi fusus,"to pour, scatter",fundo,Verb,49,1.193
humus humi f.,ground,humus,Noun,22,1.193
aequo aequare aequavi aequatus,"to make level, equalize",aequo,Verb,19,1.193
socius –ii m.,"ally, comrade",socius,Noun,95,1.194
partior partiri partitus sum,"to divide, share",partior,Verb,4,1.194
vinum vini n. or vinus vini m.,wine,vinum,Noun,20,1.195
bonus –a –um,good,bonus,Adjective,43,1.195
deinde or dein,"then, next",deinde,Adverb,31,1.195
cadus –i m.,jar; wine–jar,cadus,Noun,2,1.195
onero onerare oneravi oneratus,"to load, burden",onero,Verb,15,1.195
Acestes –ae m.,Acestes,Acestes,Noun,27,1.195
Trinacriaus (Trinacrius) –a –um,Sicilian,Trinacriaus,Adjective,7,1.196
abeo abire abii abitum,to go away,abeo,Verb,20,1.196
heros –ois m.,demigod; hero,heros,Noun,23,1.196
divido dividere divisi divisus,"to divide, separate",divido,Verb,8,1.197
maereo –ere,to be sorrowful,maereo,Verb,8,1.197
neque or nec,and not; neither … nor …,neque,Conjunction,72,1.198
ignarus –a –um,ignorant,ignarus,Adjective,28,1.198
malum mali n.,"evil, calamity",malum,Noun,25,1.198
finis finis m.,"end, boundary",finis,Noun,43,1.199
Scyllaeus –a –um,pertaining to Scylla,Scyllaeus,Adjective,1,1.200
rabies –em –e f.,madness,rabies,Noun,7,1.200
penitus or penite,internally,penitus,Adverb,22,1.200
sonans –antis,sounding,sonans,Adjective,9,1.200
accedo accedere accessi accessum,"to approach, be added, be included",accedo,Verb,11,1.201
Cyclopius –a –um,pertaining to the Cyclops,Cyclopius,Adjective,1,1.201
experior experiri expertus sum (experiscor),"to test, try, experience",experior,Verb,10,1.202
revoco revocare revocavi revocatus,to call back,revoco,Verb,12,1.202
maestus –a –um,"sad, depressing",maestus,Adjective,36,1.202
timor timoris m.,fear,timor,Noun,12,1.202
mitto mittere misi missus,"to send; release, let go",mitto,Verb,70,1.203
forsan or fortisan,perhaps,forsan,Adverb,4,1.203
memini meminisse,"to remember, recollect",memini,Verb,14,1.203
iuvo iuvare iuvi iutus,to help; please,iuvo,Verb,31,1.203
varius –a –um,varied,varius,Adjective,41,1.204
discrimen discriminis n.,"division, crisis, difference",discrimen,Noun,16,1.204
quietus –a –um,"at rest, free from exertion, inactive, in repose",quietus,Adjective,8,1.205
ostendo ostendere ostendi,to show,ostendo,Verb,12,1.206
illic or illi,there,illic,Adverb,4,1.206
resurgo –surgere –surrexi –surrectum,"to rise again, reappear",resurgo,Verb,2,1.206
duro durare duravi duratus,"to harden, endure",duro,Verb,3,1.207
cura curae f.,"care, concern",cura,Noun,70,1.208
aeger aegra aegrum,sick,aeger,Adjective,18,1.208
spes spei f.,hope,spes,Noun,46,1.209
vultus vultus m.,expression,vultus,Noun,32,1.209
simulo simulare simulavi simulatus,to imitate,simulo,Verb,10,1.209
praeda praedae f.,"booty, prey",praeda,Noun,19,1.210
accingo –ere –cinxi –cinctus,to gird on,accingo,Verb,11,1.210
daps dapis f.,feast,daps,Noun,16,1.210
futurus –a –um,about to be; future,futurus,Adjective,12,1.210
diripio –ere –ripui –reptus,to tear apart or off; snatch,diripio,Verb,6,1.211
costa –ae f.,rib,costa,Noun,9,1.211
viscus visceris n.,innards,viscus,Noun,12,1.211
nudo nudare nudavi nudatus,"to bare, strip",nudo,Verb,6,1.211
pars partis f.,"part, portion",pars,Noun,88,1.212
frustum –i n.,piece,frustum,Noun,2,1.212
seco secare secui sectum,to cut,seco,Verb,29,1.212
veru –us n.,spit,veru,Noun,3,1.212
tremo tremere tremui,to tremble,tremo,Verb,22,1.212
figo figere fixi fixus,"to fix, fasten",figo,Verb,38,1.212
aenum –i n.,vessel,aenum,Noun,4,1.213
loco locare locavi locatus,"to place, put",loco,Verb,17,1.213
alius alia aliud (archaic: alis alid),"other, another",alius,Adjective,100,1.213
victus victus m.,food,victus,Noun,4,1.214
herba herbae f.,"grass, herb",herba,Noun,19,1.214
impleo implere implevi impletus,to fill in/up,impleo,Verb,24,1.215
Bacchus –i m.,Bacchus,Bacchus,Noun,12,1.215
pinguis pingue,fat; dull,pinguis,Adjective,14,1.215
ferinus –a –um,of wild beasts,ferinus,Adjective,2,1.215
eximo eximere exemi exemptus,"to take away, remove",eximo,Verb,4,1.216
fames famis f.,"hunger, famine",fames,Noun,12,1.216
mensa mensae f.,table,mensa,Noun,25,1.216
removeo removere removi remotus,to move back,removeo,Verb,2,1.216
amitto amittere amisi amissus,"to send away, lose",amitto,Verb,22,1.217
sermo sermonis m.,conversation,sermo,Noun,15,1.217
requiro requirere requisivi requisitus,to seek,requiro,Verb,9,1.217
metus metus m.,"fear, dread, anxiety",metus,Noun,39,1.218
dubius –a –um,doubtful,dubius,Adjective,10,1.218
sive or seu,whether; or if,sive,Conjunction,44,1.218
vivo vivere vixi victus,to live,vivo,Verb,18,1.218
credo credere credidi creditus,"to trust, believe",credo,Verb,42,1.218
extremus –a –um,"farthest, extreme",extremus,Adjective,7,1.219
exaudio exaudire exaudivi exauditus,to hear,exaudio,Verb,5,1.219
praecipue,"especially, particularly",praecipue,Adverb,5,1.220
pius –a –um,dutiful,pius,Adjective,37,1.220
acer acris acre,"sharp, piercing",acer,Adjective,46,1.220
Amycus –i m.,Amycus,Amycus,Noun,5,1.221
gemo gemere gemui,"to groan, sigh",gemo,Verb,13,1.221
crudelis crudele,"unfeeling, cruel",crudelis,Adjective,30,1.221
Lycus –i m.,Lycus (name),Lycus,Noun,3,1.222
Gyas –ae m.,Gyas,Gyas,Noun,11,1.222
Cloanthus –i m.,Cloanthus,Cloanthus,Noun,9,1.222
despicio –ere –spexi –spectum,"to look down upon, despise",despicio,Verb,2,1.224
velivolus –a –um,sail–covered,velivolus,Adjective,1,1.224
defigo defigere defixi defixus,to fix,defigo,Verb,7,1.226
lumen luminis n.,light,lumen,Noun,66,1.226
tristis triste,sad,tristis,Adjective,44,1.228
lacrima lacrimae f.,tear,lacrima,Noun,44,1.228
suffundo –ere –fudi –fusus,to pour from below; pour through; overspread,suffundo,Verb,2,1.228
nitens –entis,shining,nitens,Adjective,7,1.228
alloquor alloqui allocutus,"to speak to, address",alloquor,Verb,14,1.229
Venus –eris f.,Venus (goddess),Venus,Noun,34,1.229
fulmen fulminis n.,"lightening, thunderbolt",fulmen,Noun,19,1.230
terreo terrere terrui territus,to terrify,terreo,Verb,24,1.230
committo committere commisi commissus,"to join, entrust",committo,Verb,12,1.231
funus funeris n.,funeral; death; dead body,funus,Noun,33,1.232
orbis orbis m.,"circle, orb",orbis,Noun,34,1.233
certo or certe (certius),"without doubt, certainly",certo,Adverb,3,1.234
Teucer (Teucrus) –cri m.,Teucer (Teucrus),Teucer,Noun,6,1.235
dicio –onis f.,dominion,dicio,Noun,4,1.236
polliceor polliceri pollicitus sum,to promise,polliceor,Verb,2,1.237
sententia sententiae f.,opinion,sententia,Noun,19,1.237
equidem,indeed,equidem,Adverb,31,1.238
occasus –us m.,going down; setting; the west,occasus,Noun,4,1.238
solor –atus sum,to console,solor,Verb,10,1.239
contrarius –a –um,opposite,contrarius,Adjective,5,1.239
rependo –pendere –pendi –pensum,to make up for; balance,rependo,Verb,2,1.239
idem eadem idem,same,idem,Pronoun,55,1.240
fortuna fortunae f.,"fortune, chance",fortuna,Noun,66,1.240
Antenor –oris m.,Antenor,Antenor,Noun,1,1.242
elabor elabi elapsus,to slip away,elabor,Verb,8,1.242
Achivus –a –um,Achaean; Greek,Achivus,Adjective,10,1.242
Illyrius (Illyricus) –a –um,"of the Illyrians, tribes in Dalmatia and Albania",Illyrius,Adjective,1,1.243
penetro penetrare penetravi penetratus,to penetrate,penetro,Verb,4,1.243
interior –ius,"nearer, deeper",interior,Adjective,9,1.243
Liburnus –a –um,of the Liburnians,Liburnus,Adjective,1,1.244
