PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
sacrum sacri n.,"a holy thing, (religious) rite",sacrum,Noun,9,2.13.12
Osiris –is (–idis) m.,Osiris,Osiris,Noun,1,2.13.12
donarium –i n.,"a place of offerings, altar",donarium,Noun,1,2.13.13
serpens –entis (gen. pl. serpentum) m./f.,creeping thing; snake,serpens,Noun,1,2.13.13
corniger –era –erum,horned,corniger,Adjective,3,2.13.14
Apis is m. (abl. Apide),Apis (name),Apis,Noun,1,2.13.14
Gallicus –a –um,Gallic,Gallicus,Adjective,1,2.13.18
turma turmae f.,troop,turma,Noun,1,2.13.18
uterus –i m.,the womb,uterus,Noun,2,2.13.19
miseror –ari –atus sum,to feel or show pity,miseror,Verb,1,2.13.19
latens –entis,lying hid,latens,Adjective,1,2.13.20
Ilithyia –ae f.,Ilithyia (goddess),Ilithyia,Noun,1,2.13.21
tus turis n.,incense,tus,Noun,3,2.13.23
fumosus –a –um,"full of smoke, smoky",fumosus,Adjective,1,2.13.23
ara arae f.,altar,ara,Noun,3,2.13.23
adicio adicere adieci adiectus,to throw to,adicio,Verb,2,2.13.25
tantus –a –um,"so much, so great",tantus,Adjective,6,2.13.27
fas n.,right (indeclinable),fas,Noun,1,2.13.27
pugna pugnae f.,"battle, fight",pugna,Noun,3,2.13.28
immunis –e,free from service,immunis,Adjective,1,2.14.1
peltatus –a –um,armed with the pelta,peltatus,Adjective,1,2.14.2
armo armare armavi armatus,"to equip, arm",armo,Verb,1,2.14.4
instituo instituere institui institutus,"to undertake; equip, educate",instituo,Verb,1,2.14.5
convello –ere –velli –vulsus,to pull violently; pluck,convello,Verb,1,2.14.5
fetus fetus m.,bearing or breeding; the young; the new swarm,fetus,Noun,2,2.14.5
iacio iacere ieci iactus,to throw,iacio,Verb,1,2.14.11
genus generis n.,origin,genus,Noun,3,2.14.11
primordium –(i)i n.,"a beginning, origin",primordium,Noun,1,2.14.11
Priamus –i m.,Priamus,Priamus,Noun,1,2.14.13
recuso recusare recusavi recusatus,to refuse,recuso,Verb,4,2.14.14
Thetis –idis (–idos) f.,Thetis,Thetis,Noun,1,2.14.14
Ilia –ae f.,Ilia,Ilia,Noun,5,2.14.15
neco necari necavi necatus,to kill,neco,Verb,3,2.14.15
conditor –oris m.,founder,conditor,Noun,1,2.14.16
alvus –i f.,the abdomen,alvus,Noun,1,2.14.17
vello vellere vulsi/velli vulsum,to pluck,vello,Verb,2,2.14.24
acerbus –a –um,bitter,acerbus,Adjective,1,2.14.24
spons spontis f.,free will,spons,Noun,1,2.14.25
maturus –a –um,mature,maturus,Adjective,1,2.14.25
effodio –ere –fodi –fossus,to dig out,effodio,Verb,1,2.14.27
dirus –a –um,"awful, ill-omened",dirus,Adjective,1,2.14.28
Colchis –idis f.,Colchis (place),Colchis,Noun,1,2.14.29
respergo –ere –spersi –spersus,to sprinkle over; besprinkle,respergo,Verb,1,2.14.29
Tereus –ei or –eos m.,Tereus (name),Tereus,Noun,1,2.14.33
inrito (irrito) inritare inritavi inritatus,to exasperate,inrito,Verb,2,2.14.33
Iason (Iaso) –onis m.,Jason,Iason,Noun,3,2.14.33
Armenius –a –um,"Armenian, of or relating to Armenia",Armenius,Adjective,1,2.14.35
leaena –ae f.,lioness,leaena,Noun,1,2.14.36
impune,with impunity,impune,Adverb,2,2.14.37
rogus rogi m.,funeral pyre,rogus,Noun,4,2.14.39
resolvo –ere –solvi –solutus,to untie,resolvo,Verb,1,2.14.39
aetherius (aetherius) –a –um,heavenly,aetherius,Adjective,1,2.14.41
semel,once,semel,Number,1,2.14.43
concedo concedere concessi concessus,"to withdraw, allow, concede",concedo,Verb,7,2.14.43
vincio vincire vinxi vinctum,to tie up,vincio,Verb,1,2.15.1
censeo censere censui census,to assess,censeo,Verb,1,2.15.2
articulus articuli m.,"joint, knuckle; finger",articulus,Noun,1,2.15.4
commodus –a –um,complete; proper; beneficial,commodus,Adjective,1,2.15.6
tero terere trivi tritum,"to rub, wear away; use up",tero,Verb,2,2.15.6
invideo invidere invidi invisus,to envy (+ dat.),invideo,Verb,2,2.15.8
donum doni n.,gift,donum,Noun,3,2.15.8
subito,suddenly,subito,Adverb,1,2.15.9
laevus –a –um,"left, on the left side",laevus,Adjective,3,2.15.12
elabor elabi elapsus,to slip away,elabor,Verb,1,2.15.13
angustus –a –um,narrow,angustus,Adjective,2,2.15.13
mirus –a –um,"marvelous, wonderful",mirus,Adverb,1,2.15.14
umidus –a –um,"moist, damp",umidus,Adjective,2,2.15.17
prius,"earlier, preceding, before; in preference, to, rather",prius,Number,2,2.15.17
loculus –i m.,"small space, compartment",loculus,Noun,1,2.15.19
astringo (adstringo) –stringere –strinxi –strictum,to tighten,astringo,Verb,2,2.15.20
dedecus dedecoris n.,"shame, disgrace",dedecus,Noun,2,2.15.21
calidus (caldus) –a –um,"warm, hot",calidus,Adjective,1,2.15.23
perfundo –ere –fudi –fusus,to pour over or along; wash,perfundo,Verb,1,2.15.23
irritus (inritus) –a –um,"invalid, void",irritus,Adjective,3,2.15.27
proficiscor proficisci profectus sum,to set forth,proficiscor,Verb,1,2.15.27
Sulmo –onis m.,Sulmo,Sulmo,Noun,2,2.16.1
rus ruris n.,country,rus,Noun,3,2.16.1
irriguus –a –um ,watered,irriguus,Adjective,1,2.16.2
salubris –e or saluber –bris –bre,healthy,salubris,Adjective,2,2.16.2
mico micare micui,"to move quickly to and fro, vibrate",mico,Verb,1,2.16.4
Icarius –i m.,Icarius (name),Icarius,Noun,1,2.16.4
canis canis m. or f.,dog,canis,Noun,4,2.16.4
pererro pererrare pererravi pererratus,to wander through or over,pererro,Verb,2,2.16.5
fertilis –e,"productive, fertile",fertilis,Adjective,3,2.16.6
solum –i n.,"bottom, native territory",solum,Noun,2,2.16.6
ferax –acis,fertile,ferax,Adjective,3,2.16.7
bacifer –fera –ferum,bearing berries,bacifer,Adjective,1,2.16.8
Pallas –adis f.,Pallas,Pallas,Noun,2,2.16.8
rivus –i m.,"brook, stream",rivus,Noun,3,2.16.9
gramineus –a –um,grassy,gramineus,Adjective,2,2.16.10
caespes (cespes) –itis f.,turf,caespes,Noun,2,2.16.10
obumbro obumbrare obumbravi obumbratus,to overshadow; darken,obumbro,Verb,1,2.16.10
Pollux –ucis m.,Pollux,Pollux,Noun,2,2.16.13
Castor –oris m.,Castor (name),Castor,Noun,2,2.16.13
Alpes –ium f.,the Alps,Alpes,Noun,1,2.16.19
iter itineris n.,journey,iter,Noun,3,2.16.20
Libycus –a –um,Libyan,Libycus,Adjective,1,2.16.21
perrumpo –ere –rupi –ruptus,to break,perrumpo,Verb,1,2.16.21
Syrtis –is f.,shoals on the N. African coast between Carthage and Cyrene,Syrtis,Noun,1,2.16.21
portentum –i,an omen,portentum,Noun,1,2.16.23
inguen –inguinis n.,the groin,inguen,Noun,4,2.16.23
latro latrare latravi latratus,to bark,latro,Verb,2,2.16.23
Malea –ae f.,Malea,Malea,Noun,1,2.16.24
summergo –ere –mersi –mersus,to plunge beneath; submerge,summergo,Verb,2,2.16.25
saturo saturare saturavi saturatus,to fill; glut,saturo,Verb,1,2.16.25
fundo fundere fudi fusus,"to pour, scatter",fundo,Verb,2,2.16.26
effundo effundere effudi effusus,to pour out,effundo,Verb,2,2.16.26
recepto receptare receptavi receptatus,to take back or out; recover,recepto,Verb,1,2.16.26
Neptunus –i m.,Neptunus,Neptunus,Noun,2,2.16.27
potentia potentiae f.,power,potentia,Noun,1,2.16.27
subvenio subvenire subveni subventum,to aid,subvenio,Verb,1,2.16.28
Hero –us f.,Hero (name),Hero,Noun,1,2.16.31
trano tranare tranavi tranatus,to swim or sail across,trano,Verb,2,2.16.31
amnis amnis m.,"river, torrent",amnis,Noun,7,2.16.34
nato natare natavi natatus,to swim,nato,Verb,1,2.16.34
arboreus –a –um,"pertaining to trees, branching",arboreus,Adjective,3,2.16.36
mulceo –ere mulsi mulsus (mulctus),to stroke; lick,mulceo,Verb,1,2.16.36
natalis –e,"related to birth, natal",natalis,Adjective,1,2.16.38
Scythia –ae f,Scythia,Scythia,Noun,1,2.16.39
Cilix –icis,Cilician,Cilix,Adjective,1,2.16.39
Britannus –a –um,"Briton, of Britain",Britannus,Adjective,1,2.16.39
Prometheus –a –um,"of or belonging to Prometheus, Promethean",Prometheus,Adjective,1,2.16.40
cruor cruoris m.,"blood, bloodshed",cruor,Noun,1,2.16.40
ulmus –i f.,an elm tree,ulmus,Noun,2,2.16.41
caducus –a –um,"liable to fall, doomed",caducus,Adjective,2,2.16.45
incipio incipere incepi inceptus,to begin,incipio,Verb,8,2.16.48
pollicitum –i n. ,"a promise, pledge",pollicitum,Noun,2,2.16.48
essedum –i n.,a two–wheeled war–chariot,essedum,Noun,1,2.16.49
mannus –i m.,a pony,mannus,Noun,1,2.16.49
iuba –ae f.,the mane of a horse; of a serpent,iuba,Noun,3,2.16.50
subsido –ere –sedi –sessus,to sit or settle down,subsido,Verb,1,2.16.51
servio servire servivi servitus,to serve,servio,Verb,3,2.17.1
moderatus –a –um ,"limited, bounded, moderated",moderatus,Adjective,2,2.17.3
Paphos (–us) –i f.,Paphos (–us),Paphos,Noun,1,2.17.4
fluctus fluctus m.,flood,fluctus,Noun,1,2.17.4
Cythera –orum n. or Cythere –es f.,Cythera (island),Cythera,Noun,1,2.17.4
quoniam,since,quoniam,Conjunction,1,2.17.6
fastus –us m.,haughtiness,fastus,Noun,1,2.17.9
idcirco or iccirco,on that account,idcirco,Adverb,1,2.17.13
nympha –ae (nymphe –es) f.,bride; nymph,nympha,Noun,2,2.17.15
Calypso –us f.,Calypso (name),Calypso,Noun,1,2.17.15
detineo –ere –ui –tentus,to hold from or back; hold,detineo,Verb,1,2.17.16
aequoreus –a –um,"of the sea, maritime",aequoreus,Adjective,1,2.17.17
Phthius –a –um,of or belonging to Phthia,Phthius,Adjective,1,2.17.17
Egeria –ae f.,Egeria,Egeria,Noun,1,2.17.18
concumbo –cumbere –cubui –cubitum,to lie together,concumbo,Verb,1,2.17.18
Numa –ae m.,Numa,Numa,Noun,1,2.17.18
Vulcanus –i m.,Vulcan,Vulcanus,Noun,1,2.17.19
incus –udis f.,an anvil,incus,Noun,1,2.17.19
claudico –are –avi –atus,"to limp, halt, be lame",claudico,Verb,1,2.17.20
impar –aris,"unequal, in unequal combat",impar,Adjective,2,2.17.21
herous –a –um,"of a hero, heroic",herous,Adjective,1,2.17.22
laetor laetari laetatus sum,"to rejoice, be glad",laetor,Verb,2,2.17.25
infitior infitiari infitiatus,to deny,infitior,Verb,2,2.17.26
circumfero –ferre –tuli –latus,to bear round; pass around,circumfero,Verb,1,2.17.29
diversus –a –um (or divorsus),"different, diverse",diversus,Adjective,3,2.17.31
populifer fera ferum,poplar–bearing,populifer,Adjective,1,2.17.32
Padus –i m.,the river Po,Padus,Noun,1,2.17.32
perduco perducere perduxi perductum,to bring to/over,perduco,Verb,2,2.18.1
Macer –cri m.,Macer (a Roman name),Macer,Noun,2,2.18.3
tandem,finally,tandem,Adverb,1,2.18.5
pudeo –ere –dui –ditus,to make ashamed,pudeo,Verb,7,2.18.7
implico implicare implicavi (implicui) implicitus,to fold in; involve,implico,Verb,1,2.18.9
sceptrum –i n.,royal staff; scepter,sceptrum,Noun,4,2.18.13
tragoedia –ae f.,tragedy,tragoedia,Noun,5,2.18.13
privatus –a –um,private; personal,privatus,Adjective,1,2.18.16
cothurnatus –a –um,"with the cothurnus, buskined, tragic",cothurnatus,Adjective,1,2.18.18
praeceptum praecepti n.,"precept, rule, instruction",praeceptum,Noun,1,2.18.20
Ulixes (Ulysses) –is (–ei or –i) m.,Ulysses,Ulixes,Noun,2,2.18.21
Phyllis –idis f.,Phyllis (name),Phyllis,Noun,2,2.18.22
Paris –idis m.,Paris,Paris,Noun,2,2.18.23
Macareus –ei (–eos) m.,Macareus (name),Macareus,Noun,1,2.18.23
Dido –us or –onis f.,Dido,Dido,Noun,1,2.18.25
miserabilis –e,"deplorable, deserving to be pitied",miserabilis,Adjective,3,2.18.25
Lesbis –idis,"Lesbian, of Lesbos",Lesbis,Adjective,2,2.18.26
noverca novercae f.,stepmother,noverca,Noun,1,2.18.30
Elissa ae f.,Elissa ae,Elissa,Noun,1,2.18.31
Hypsipyle –es f. ,Hypsipyle (name),Hypsipyle,Noun,1,2.18.33
adultera –ae f.,an unchaste woman; a mistress,adultera,Noun,1,2.18.37
nobilis nobile,"illustrious, famous",nobilis,Adjective,3,2.18.37
exstinguo exstinguere exstinxi exstinctus,to extinguish,exstinguo,Verb,1,2.18.38
Laodamia –ae f.,Laodamia,Laodamia,Noun,1,2.18.38
libenter,willingly,libenter,Adverb,1,2.18.39
quo,that,quo,Conjunction,1,2.19.2
curo curare curavi curatus,to care for,curo,Verb,2,2.19.7
versutus –a –um,"adroit, dexterous",versutus,Adjective,1,2.19.9
sanus –a –um,sound,sanus,Adjective,2,2.19.11
mentior mentiri mentitus,to lie,mentior,Verb,2,2.19.11
cunctor –ari –atus sum,to delay,cunctor,Verb,3,2.19.12
insons –sontis,innocent,insons,Adjective,1,2.19.14
refoveo –fovere –fovi –fotum ,"to warm again, cherish anew, revive",refoveo,Verb,1,2.19.15
rursus or rursum ,back,rursus,Adverb,1,2.19.16
comis –e,"courteous, friendly",comis,Adjective,1,2.19.16
adolesco adolescere adolevi adultus,grow up,adolesco,Verb,1,2.19.23
patens –entis,open; broad,patens,Adjective,2,2.19.25
taedium –i n.,"weariness, tedium",taedium,Noun,1,2.19.25
stomachus –i m.,the gullet; chest,stomachus,Noun,1,2.19.26
Danae –es f.,Danae,Danae,Noun,3,2.19.27
aenus –a –um,"of bronze, brazen",aenus,Adjective,1,2.19.27
turris turris f.,tower,turris,Noun,2,2.19.27
Iuno Iunonis f.,Juno,Iuno,Noun,3,2.19.29
frons frondis f.,leaf,frons,Noun,3,2.19.31
poto potare potavi potus,to drink,poto,Verb,1,2.19.32
deludo –ere –lusi –lusus,to deceive,deludo,Verb,1,2.19.33
monitum –i n.,an admonition; counsel; advice,monitum,Noun,1,2.19.34
indulgentia –ae f.,"indulgence, fondness",indulgentia,Noun,1,2.19.35
refert referre retulit,to it concerns,refert,Verb,3,2.19.41
secubo –are –avi –atum,to sleep apart (from one's spouse),secubo,Verb,3,2.19.42
mordeo mordere momordi morsus,to bite,mordeo,Verb,1,2.19.43
aliquando,"at some time, at length",aliquando,Adverb,1,2.19.43
medulla medullae f.,marrow; middle,medulla,Noun,2,2.19.43
dolus doli m.,"artifice, device, trick",dolus,Noun,2,2.19.44
furor –ari furatus sum,to steal,furor,Verb,2,2.19.45
prae–moneo –monere –monui –monitum,"to forewarn, advise",praemoneo,Verb,1,2.19.47
suspirium –i n.,"a deep breath, sigh",suspirium,Noun,1,2.19.55
iure,"rightly, justly",iure,Adverb,1,2.19.56
patientia patientiae f.,endurance,patientia,Noun,2,2.19.59
in–caeduus (inciduus) –a –um,"uncut, unhewn",incaeduus,Adjective,1,3.1.1
spelunca speluncae f.,cave,spelunca,Noun,1,3.1.3
pumex pumicis m. (f. in Catullus),pumice–stone,pumex,Noun,1,3.1.3
odoratus –a –um,sweet–smelling,odoratus,Adjective,1,3.1.7
elegia (elegea or elegeia) –ae f.,an elegy; a kind of reed,elegia,Noun,2,3.1.7
decor –oris m.,"elegance, charm",decor,Noun,1,3.1.10
ingens ingentis,huge,ingens,Adjective,2,3.1.11
passus passus m.,"pace, footstep",passus,Noun,1,3.1.11
torvus –a –um,stern; wild,torvus,Adjective,1,3.1.12
regalis –e,"regal, kingly",regalis,Adjective,1,3.1.13
L?dius –a –um.,of Lydia; Lydian; Etruscan,Lydius,Adjective,1,3.1.14
ecquis ecquid,whether any,ecquis,Pronoun,1,3.1.15
argumentum –i n.,"proof, evidence, argument",argumentum,Noun,1,3.1.16
vinosus –a –um,"full of wine, drunk with wine",vinosus,Adjective,1,3.1.17
convivium convivii n.,"banquet, feast",convivium,Noun,3,3.1.17
compitum –i n.,crossroads,compitum,Noun,1,3.1.18
designo designare designavi designatus,"to mark out, arrange",designo,Verb,2,3.1.19
thyrsus –i m.,the stalk of a plant; a staff wreathed with ivy and vine–leaves,thyrsus,Noun,2,3.1.23
area arae f.,"open space, threshing floor, forecourt",area,Noun,4,3.1.26
iuventa iuventae f.,youth,iuventa,Noun,2,3.1.28
spiritus spiritus m.,breath; spirit,spiritus,Noun,1,3.1.30
innitor –niti –nixus sum,"to lean on, put one's weight on, press",innitor,Verb,1,3.1.31
caesaries –ei f.,the hair of the head,caesaries,Noun,1,3.1.32
quater,4 times,quater,Number,1,3.1.32
limus –a –um,"sidelong, askew, sideways",limus,Adjective,1,3.1.33
subrideo subridere subrisi subrisum,to smile (down) upon,subrideo,Verb,1,3.1.33
myrteus –a –um,of myrtle,myrteus,Adjective,1,3.1.34
virga virgae f.,stick,virga,Noun,1,3.1.34
dignor –ari –atus sum,to deem worthy of (+acc. and abl.),dignor,Verb,1,3.1.37
regia regia f.,palace,regia,Noun,2,3.1.40
resero reserare reseravi reseratus,to unbolt; open,resero,Verb,2,3.1.45
impercussus (inp–) –a –um,"not struck, unstruck",impercussus,Adjective,1,3.1.52
incido –ere –cidi –cisus,to cut into; cut upon; cut,incido,Verb,1,3.1.53
delitesco –ere delitui,to hide; lurk,delitesco,Verb,1,3.1.56
rumpo rumpere rupi ruptus,to break,rumpo,Verb,4,3.1.58
mergo –ere mersi mersus,to dip,mergo,Verb,1,3.1.58
semen seminis n.,seed,semen,Noun,6,3.1.59
decoro decorare decoravi decoratus,to adorn,decoro,Verb,1,3.1.63
studiosus –a –um,eager,studiosus,Adjective,1,3.2.1
pasco pascere pavi pastum,to feed,pasco,Verb,2,3.2.6
agitator –oris m.,one who drives; a charioteer,agitator,Noun,1,3.2.7
insisto –ere –stiti,to place one’s self in or upon a thing; (w. dat.),insisto,Verb,1,3.2.10
meta metae f.,"limit, goal, boundary, turning point",meta,Noun,3,3.2.12
interior –ius,"nearer, deeper",interior,Adjective,2,3.2.12
remitto remittere remisi remissum,to send back,remitto,Verb,1,3.2.14
Pelops –opis m.,Pelops (name),Pelops,Noun,1,3.2.15
Pisaeus (Pisanus) –a –um,Pisaean,Pisaeus,Adjective,1,3.2.15
concido concidere concidi,to fall down,concido,Verb,1,3.2.15
Hippodamia –ae f.,Hippodamia (name),Hippodamia,Noun,1,3.2.16
linea (linia) –ae f.,a string,linea,Noun,1,3.2.19
circus –i m.,circle,circus,Noun,2,3.2.20
contactus –us m.,touching together or upon; touch,contactus,Noun,1,3.2.22
contraho contrahere contraxi contractus,to collect; shrink because of pain,contraho,Verb,1,3.2.23
demitto demittere demisi demissum,"to send down, drop",demitto,Verb,3,3.2.25
quo,(expresses degree of difference),quo,Adverb,1,3.2.28
Milanion –onis m.,Milanion (name),Milanion,Noun,1,3.2.29
Atalanta –ae or Atalante –es f.,Atalanta (name),Atalanta,Noun,1,3.2.29
succingo –ere –cinxi –cinctus,to gird beneath; gird up; wrap,succingo,Verb,1,3.2.31
interea,meanwhile,interea,Adverb,1,3.2.37
arcesso (accerso) arcessere arcessivi arcessitus,"to fetch, summon",arcesso,Verb,1,3.2.37
torreo –ere –ui tostus,"to burn, boil",torreo,Verb,2,3.2.40
pulvis pulveris m.,dust,pulvis,Noun,3,3.2.41
plausus –us m.,"beating, clapping",plausus,Noun,1,3.2.44
Victoria —ae f.,Victoria (name),Victoria,Noun,1,3.2.45
pelagus pelagi m.,sea,pelagus,Noun,2,3.2.48
augur auguris m. or f.,seer,augur,Noun,3,3.2.51
Phoebe –es f.,Phoebe,Phoebe,Noun,1,3.2.51
venor venari venatus sum,"to hunt, go hunting",venor,Verb,1,3.2.51
artifex –icis m.,an artist,artifex,Noun,1,3.2.52
ruricola –ae m.,"a tiller of the land, husbandman, countryman",ruricola,Noun,1,3.2.53
adsurgo –ere –surrexi –surrectus,to rise up; rise,adsurgo,Verb,1,3.2.53
pugil –ilis m.,"a boxer, fist-fighter",pugil,Noun,1,3.2.54
placo placare placavi placatus,to soothe,placo,Verb,1,3.2.54
inceptum –i n.,beginning; deliberation,inceptum,Noun,1,3.2.56
adnuo –ere –nui (utus –rare),to nod to; with dat.,adnuo,Verb,2,3.2.56
diva –ae f.,goddess,diva,Noun,3,3.2.56
promitto promittere promisi promissus,"to send forth, let loose; promise",promitto,Verb,4,3.2.59
cancellus –i m.,"a bar, railing; a boundary",cancellus,Noun,1,3.2.64
praetor praetoris m.,praetor,praetor,Noun,1,3.2.65
spectaculum spectaculi n.,spectacle; (pl.) the seats for the audience,spectaculum,Noun,1,3.2.65
quadriiugus –a –um,pertaining to a four–horse team,quadriiugus,Adjective,1,3.2.66
circumeo (circueo ) –ire –ii/–ivi circuitus,to go around,circumeo,Verb,1,3.2.69
validus –a –um,strong,validus,Adjective,2,3.2.72
sinister –a –um,left,sinister,Adjective,2,3.2.72
Quirites –ium m.,ancient Sabines,Quirites,Noun,1,3.2.73
undique,from all sides,undique,Adverb,1,3.2.74
toga togae f.,toga,toga,Noun,2,3.2.74
turbo turbare turbavi turbatus,to disturb,turbo,Verb,2,3.2.75
evolo evolare evolavi evolatus,to fly away,evolo,Verb,1,3.2.78
discolor –oris,of different color,discolor,Adjective,1,3.2.78
saltem or saltim,"at least, at any rate",saltem,Adverb,2,3.2.79
spatium spati(i) n.,space,spatium,Noun,2,3.2.79
insurgo –ere –surrexi –rectus,to rise to; w. dat.,insurgo,Verb,1,3.2.79
reor reri ratus sum,to think,reor,Verb,2,3.2.80
argutus –a –um,clear; clever,argutus,Adjective,2,3.2.83
postquam,after,postquam,Conjunction,3,3.3.4
candor –oris m.,shining,candor,Noun,1,3.3.5
suffundo –ere –fudi –fusus,to pour from below; pour through; overspread,suffundo,Verb,1,3.3.5
luceo lucere luxi,to shine,luceo,Verb,1,3.3.6
artus –a –um,"straitened, narrow",artus,Adjective,1,3.3.7
radio –are –avi –atum,"to radiate light, beam, shine",radio,Verb,1,3.3.9
aeterno,"forever, everlastingly",aeterno,Adverb,1,3.3.11
falsum –i n.,"a fraud, deceit",falsum,Noun,1,3.3.11
Cepheus (Cepheïus) –a –um,of Cepheus,Cepheus,Adjective,1,3.3.17
inultus –a –um,unavenged,inultus,Adjective,1,3.3.20
credulitas –atis f.,"credulity, rash confidence",credulitas,Noun,3,3.3.24
fatifer –era –erum,fatal,fatifer,Adjective,1,3.3.27
accingo –ere –cinxi –cinctus,to gird on,accingo,Verb,1,3.3.27
invictus –a –um,unconquered,invictus,Adjective,1,3.3.28
flexibilis –e ,"pliant, flexible",flexibilis,Adjective,1,3.3.29
curvo curvare curvavi curvatus,to bend,curvo,Verb,1,3.3.29
superi –orum m.,"those above, i.e. the gods",superi,Noun,1,3.3.31
offendo offendere offendi offensus,"to strike, knock against",offendo,Verb,1,3.3.31
focus –i m.,fireplace,focus,Noun,2,3.3.33
lucus luci m.,"grove, wood",lucus,Noun,3,3.3.35
iaculor –atus sum,to hurl the javelin; to dart; throw,iaculor,Verb,2,3.3.35
arx arcis f.,"summit, citadel",arx,Noun,3,3.3.35
ferio ferire,to hit,ferio,Verb,1,3.3.36
Semele –es or –ae f.,Semele (name),Semele,Noun,1,3.3.37
fraus fraudis f.,fraud,fraus,Noun,1,3.3.43
mendax –acis,"false, deceitful",mendax,Adjective,1,3.3.44
tetricus –a –um,"gloomy, harsh",tetricus,Adjective,2,3.3.46
is ea id,"he, she it; that",is,Pronoun,2,3.4.3
adulter adultera adulterum,unchaste,adulter,Adjective,4,3.4.5
custodio custodire custodivi custoditus,to guard,custodio,Verb,1,3.4.6
occludo (obcl–) occludere occlusi occlusum,to shut or close up,occludo,Verb,1,3.4.8
intus,"within, inside",intus,Preposition,1,3.4.8
potestas potestatis f.,power,potestas,Noun,1,3.4.9
languidus –a –um,languid,languidus,Adjective,3,3.4.10
habena –ae f.,rein,habena,Noun,1,3.4.15
nitor niti nixus sum,to press/lean upon,nitor,Verb,1,3.4.17
vetitum –i n.,that which is forbidden; a prohibition,vetitum,Noun,1,3.4.17
interdico interdicere interdixi interdictum,to forbid,interdico,Verb,1,3.4.18
immineo imminere,to threaten; overhang,immineo,Verb,1,3.4.18
Argus (Argos) –i m.,Argus (Argos),Argus,Noun,1,3.4.20
iuvenis iuvene,"youthful, young",iuvenis,Adjective,1,3.4.24
intemeratus –a –um,undefiled; chaste,intemeratus,Adjective,1,3.4.24
procus –i m.,one who asks,procus,Noun,1,3.4.24
fur furis m.,thief,fur,Noun,1,3.4.25
probus –a –um,good,probus,Adjective,2,3.4.29
inconcessus –a –um,not allowed,inconcessus,Adjective,1,3.4.31
Martigena –ae m./f.,"Mars-born, begotten by Mars",Martigena,Adjective,1,3.4.39
Romulus –i m.,Romulus,Romulus,Noun,1,3.4.40
Ilias –adis f.,daughter of Ilium or Troy; pl.,Ilias,Noun,2,3.4.40
Remus –i m.,Remus,Remus,Noun,1,3.4.40
indulgeo indulgere indulsi indultus,"to gratify, indulge in",indulgeo,Verb,1,3.4.43
exuo exuere exui exutus,"to take off, strip",exuo,Verb,1,3.4.44
sumitto (submitto) –mittere –misi –missum,to place under,sumitto,Verb,1,3.5.1
terreo terrere terrui territus,to terrify,terreo,Verb,1,3.5.2
apricus –a –um,open to the sun,apricus,Adjective,1,3.5.3
creber crebra crebrum,"thick, crowded, close",creber,Adjective,1,3.5.3
subsum subesse —,"to be under, be behind",subsum,Verb,1,3.5.5
pratum prati n.,meadow,pratum,Noun,1,3.5.5
gutta guttae f.,drop,gutta,Noun,2,3.5.6
vito vitare vitavi vitatus,"to avoid, shun",vito,Verb,3,3.5.7
varius –a –um,varied,varius,Adjective,1,3.5.9
adhuc,"thus far, to this point, still",adhuc,Adverb,1,3.5.13
spuma –ae f.,froth,spuma,Noun,1,3.5.13
strideo stridere or strido stridere stridi,to produce a grating or shrill sound; to creak,strideo,Verb,1,3.5.13
albeo –ere,to be white,albeo,Verb,2,3.5.13
sicco siccare siccavi siccatus,to make dry,sicco,Verb,1,3.5.14
lac lactis n.,milk,lac,Noun,2,3.5.14
feliciter felicius felicissime,luckily more luckily most luckily,feliciter,Adverb,2,3.5.15
rumino ruminare ,to ruminate,rumino,Verb,1,3.5.17
petulans –antis ,impudent,petulans,Adjective,1,3.5.23
fodio fodere fodi fossum,to dig,fodio,Verb,2,3.5.24
pabulum –i n.,feeding material; food,pabulum,Noun,2,3.5.27
illuc,there,illuc,Adverb,2,3.5.29
age agite,come on! Let's go!,age,Interjection,1,3.5.31
visum visi n.,vision,visum,Noun,1,3.5.32
expendo –ere –pendi –pensus,to weigh out; (fig.),expendo,Verb,1,3.5.34
compar comparis,similar,compar,Adjective,1,3.5.38
destituo destituere destitui destitutum ,to set down; leave alone,destituo,Verb,5,3.5.42
macula –ae f.,spot,macula,Noun,1,3.5.43
adulterium adulteri(i) n.,adultery,adulterium,Noun,1,3.5.44
labes –is f.,falling,labes,Noun,1,3.5.44
interpres –etis m./f.,an agent between parties; a mediator,interpres,Noun,1,3.5.45
limosus –a –um,full of mud; miry,limosus,Adjective,1,3.6.1
obsero –ere –sevi –situs,to plant upon or over,obsero,Verb,1,3.6.1
sisto sistere stiti status,to set up,sisto,Verb,1,3.6.2
parumper,a little while,parumper,Adverb,1,3.6.2
pons pontis m.,bridge,pons,Noun,1,3.6.3
remex –igis m.,an oarsman,remex,Noun,1,3.6.3
ictus ictus m.,"blow, stroke",ictus,Noun,1,3.6.3
concavus –a –um,completely hollow,concavus,Adjective,1,3.6.4
cumba or cymba –ae f.,"small boat, rowboat",cumba,Noun,1,3.6.4
rudens –entis m.,rope; cord; pl.,rudens,Noun,1,3.6.4
talus –i m.,anklebone; ankle,talus,Noun,1,3.6.6
ruo ruere rui rutum,to rush,ruo,Verb,1,3.6.7
